Company,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,IPS/Touchscreen,width,height,Memory_plusCapacite,Mermory_plusType,Mermory_Type
Samsung,Ultrabook,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.31,85194.72,Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel,4,1024.0,Intel HD,Linux,2.1,15877.44,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i7,16,256.0,AMD Radeon,Windows,2.3,62938.0656,Touchscreen,1920,1080,0.0,Any,SSD
Samsung,2 in 1 Convertible,15.0,Intel Core i7,16,256.0,AMD Radeon,Windows,1.71,95850.72,Touchscreen,1920,1080,0.0,Any,SSD
Toshiba,Notebook,14.0,Intel Core i5,4,128.0,Intel HD,Windows,1.75,54345.6,IPS,1366,768,0.0,Any,SSD
Dell,Gaming,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,2.62,58554.72,Touchscreen,1920,1080,0.0,Any,HDD
HP,Ultrabook,12.5,Intel Core i5,4,256.0,Intel HD,Windows,1.26,66280.31999999999,Touchscreen,1366,768,0.0,Any,SSD
Asus,2 in 1 Convertible,15.6,Intel Core i7,12,2048.0,Nvidia GeForce,Windows,2.3,44701.92,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i7,16,512.0,Nvidia Quadro,Windows,2.5,126273.6,Touchscreen,3840,2160,0.0,Any,SSD
Acer,Notebook,14.0,Intel Core i3,4,128.0,Intel HD,Windows,1.8,33886.08,IPS,1920,1080,0.0,Any,SSD
Razer,Gaming,14.0,Intel Core i7,16,512.0,Nvidia GeForce,Windows,1.95,154458.72,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel,8,128.0,Intel HD,Windows,2,31003.632,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Gaming,17.3,Intel Core i7,32,1024.0,Nvidia GeForce,Windows,4.42,191211.264,IPS,1920,1080,1024.0,HDD,SSD
Asus,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,4.3,125208.0,IPS,1920,1080,1024.0,HDD,SSD
Toshiba,Ultrabook,14.0,Intel Core i7,16,512.0,Nvidia GeForce,Windows,1.47,93985.92,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel,8,1024.0,Intel HD,No OS,2.2,17529.12,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Ultrabook,14.0,Intel Core i7,16,512.0,Intel HD,Windows,1.7,122490.72,Touchscreen,1920,1080,0.0,Any,SSD
MSI,Gaming,14.0,Intel Core i7,16,256.0,Nvidia GeForce,Windows,1.6,100752.48,IPS,1920,1080,1024.0,HDD,SSD
MSI,Gaming,15.6,Intel Core i5,8,128.0,Nvidia GeForce,Windows,2.2,58021.92,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Gaming,15.6,Intel Core i7,4,1024.0,Nvidia GeForce,Windows,2.4,53226.72,IPS,1920,1080,0.0,Any,HDD
Acer,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,4.2,122490.72,IPS,1920,1080,1024.0,HDD,SSD
Dell,Gaming,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.62,52480.8,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.24,71341.92,Touchscreen,1920,1080,1024.0,HDD,SSD
Vero,Notebook,14.0,Intel,4,32.0,Intel HD,Windows,1.22,10810.512,Touchscreen,1920,1080,0.0,Any,Flash
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,512.0,Intel HD,Windows,1.37,104961.6,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,15.6,Intel Core i5,8,256.0,AMD Radeon,Windows,2.08,51095.52,Touchscreen,1920,1080,0.0,Any,SSD
Apple,Ultrabook,12.0,Intel,8,512.0,Intel HD,OS,0.920,62071.2,IPS,2304,1440,0.0,Any,Flash
Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.42,124142.4,IPS/Touchscreen,2560,1440,0.0,Any,SSD
Asus,Notebook,14.0,Intel,4,32.0,Intel HD,Windows,1.63,15930.72,Touchscreen,1366,768,0.0,Any,Flash
Dell,Notebook,15.6,Intel Core i5,8,128.0,Intel HD,Windows,1.95,43156.8,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,2 in 1 Convertible,13.9,Intel Core i7,8,256.0,Intel HD,Windows,1.38,71874.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i3,8,256.0,AMD Radeon,Windows,2,39373.92,Touchscreen,1920,1080,0.0,Any,SSD
HP,Workstation,15.6,Intel Core i7,8,256.0,Nvidia Quadro,Windows,3.14,110017.872,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.37,58554.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Ultrabook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.29,79866.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.06,93186.72,Touchscreen,3840,2160,0.0,Any,SSD
Dell,Netbook,11.6,Intel,4,128.0,Intel HD,Windows,1.63,39640.32,Touchscreen,1366,768,0.0,Any,SSD
HP,Netbook,12.5,Intel Core i5,8,256.0,Intel HD,Windows,1.26,74005.92,Touchscreen,1366,768,0.0,Any,SSD
Toshiba,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.1,41558.4,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,AMD,8,2048.0,AMD Radeon,Windows,2.04,33513.119999999995,Touchscreen,1366,768,0.0,Any,HDD
Dell,Gaming,15.6,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2.62,89457.12,Touchscreen,3840,2160,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,4,1024.0,Nvidia GeForce,Windows,2.4,32447.52,Touchscreen,1920,1080,0.0,Any,HDD
HP,Gaming,17.3,Intel Core i7,12,1024.0,AMD Radeon,Windows,3.74,93186.72,IPS,1920,1080,0.0,Any,HDD
MSI,Gaming,17.3,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2.9,128671.2,Touchscreen,1920,1080,1024.0,HDD,SSD
Samsung,Ultrabook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,0.81,79866.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,1.98,51202.08,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,256.0,AMD Radeon,Windows,2.18,42081.0768,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.32,99047.52,Touchscreen,1920,1080,0.0,Any,SSD
Razer,Ultrabook,12.5,Intel Core i7,16,512.0,Intel HD,Windows,1.29,95850.72,IPS/Touchscreen,3840,2160,0.0,Any,SSD
HP,Netbook,11.6,Intel,4,16.0,Intel HD,OS,1.23,20512.8,Touchscreen,1366,768,0.0,Any,Flash
Dell,Gaming,17.3,Intel Core i7,16,128.0,Nvidia GeForce,Windows,4.36,133467.4656,IPS,1920,1080,1024.0,HDD,SSD
Dell,Notebook,14.0,Intel Core i5,4,500.0,Intel HD,Windows,1.76,40226.4,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,Windows,2.1,26101.872,Touchscreen,1366,768,0.0,Any,HDD
Toshiba,Ultrabook,14.0,Intel Core i5,4,128.0,Intel HD,Windows,1.25,58075.2,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i7,8,512.0,Intel HD,Windows,1.13,133146.72,IPS,1920,1080,0.0,Any,SSD
MSI,Gaming,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.4,63882.72,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.13,99900.0,IPS,1920,1080,0.0,Any,Flash
Toshiba,Notebook,14.0,Intel,4,128.0,Intel HD,Windows,1.75,26586.72,Touchscreen,1366,768,0.0,Any,SSD
Asus,2 in 1 Convertible,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.1,72354.23999999999,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,14.0,Intel Core i3,4,500.0,Intel HD,Windows,1.76,31168.8,Touchscreen,1366,768,0.0,Any,HDD
Acer,Netbook,11.6,Intel,4,32.0,Intel HD,OS,1.35,18914.4,IPS,1366,768,0.0,Any,Flash
Acer,Notebook,14.0,Intel Core i3,8,128.0,Intel HD,Windows,1.5,32980.32,IPS,1920,1080,0.0,Any,SSD
Razer,Gaming,17.3,Intel Core i7,32,512.0,Nvidia GeForce,Windows,3.49,292986.72,Touchscreen,3840,2160,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i7,16,512.0,Intel HD,Windows,1.1,111834.72,IPS,2560,1440,0.0,Any,SSD
Asus,Notebook,15.6,Intel Core i5,4,1024.0,Nvidia GeForce,Linux,2.1,27652.32,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.7,63190.08,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.32,87912.0,IPS,1920,1080,0.0,Any,SSD
Dell,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3.21,147832.28639999998,Touchscreen,1920,1080,1024.0,HDD,SSD
Asus,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.9,128884.32,Touchscreen,1920,1080,1024.0,HDD,SSD
Toshiba,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,Windows,2.0,35644.32,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,14.0,Intel,4,16.0,Intel HD,OS,1.5,17316.0,Touchscreen,1366,768,0.0,Any,Flash
Asus,Notebook,15.6,Intel Core i5,8,128.0,Intel HD,Windows,2.3,31435.2,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2.73,95850.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Gaming,17.3,Intel Core i7,32,512.0,Nvidia GeForce,Windows,4.42,163723.57919999998,IPS,1920,1080,1024.0,HDD,SSD
HP,Notebook,17.3,Intel Core i5,8,1024.0,Nvidia GeForce,Windows,2.63,48484.8,Touchscreen,1600,900,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,128.0,Intel HD,Windows,2.18,38041.3872,Touchscreen,1366,768,0.0,Any,SSD
HP,Ultrabook,14.0,Intel Core i7,8,512.0,Intel HD,Windows,1.54,99633.6,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,4,256.0,AMD Radeon,Windows,2.18,39373.92,Touchscreen,1920,1080,0.0,Any,SSD
HP,2 in 1 Convertible,11.6,Intel,4,32.0,Intel HD,OS,1.4,32767.2,Touchscreen,1366,768,0.0,Any,Flash
Asus,Ultrabook,13.3,Intel Core i5,8,512.0,Nvidia GeForce,Windows,1.45,54665.28,IPS,1920,1080,0.0,Any,SSD
HP,2 in 1 Convertible,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.28,121318.56,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,14.0,Intel Core i7,8,512.0,Intel HD,Windows,1.54,78215.04,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel,4,128.0,Intel HD,No OS,1.86,15930.72,Touchscreen,1366,768,0.0,Any,SSD
Asus,Gaming,15.6,Intel Core i7,16,128.0,Nvidia GeForce,Windows,2.1,101178.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Notebook,17.3,Intel Core i7,8,1024.0,AMD Radeon,Linux,2.83,46087.2,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Ultrabook,14.0,Intel Core i7,8,256.0,Nvidia GeForce,Windows,1.96,101391.84,IPS,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.3,41931.36,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,128.0,Intel HD,Windows,1.9,50349.6,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel,4,1024.0,Intel HD,Windows,2,23922.72,Touchscreen,1366,768,0.0,Any,HDD
HP,2 in 1 Convertible,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.28,136343.52,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,13.3,Intel Core i5,8,1024.0,Intel HD,Windows,1.62,34578.72,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,No OS,2.2,24988.32,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i5,8,1024.0,Intel HD,Windows,2.3,45323.1648,IPS,1920,1080,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i5,8,256.0,AMD Radeon,Windows,1.84,71874.72,Touchscreen,1920,1080,0.0,Any,SSD
Toshiba,Notebook,13.3,Intel Core i5,4,128.0,Intel HD,Windows,1.05,68464.8,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Gaming,15.6,Intel Core i5,8,1024.0,Nvidia GeForce,No OS,2.5,54185.76,IPS,1920,1080,0.0,Any,HDD
Dell,Ultrabook,13.3,Intel Core i7,16,512.0,Intel Iris,Windows,1.29,119347.2,Touchscreen,3200,1800,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.07,48484.8,Touchscreen,1920,1080,0.0,Any,HDD
Toshiba,Ultrabook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.2,58341.6,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.37,103896.0,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.56,48058.56,IPS,1920,1080,0.0,Any,SSD
Dell,Workstation,15.6,Intel Core i7,8,1024.0,Nvidia Quadro,Windows,2.23,94731.84,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.38,56210.4,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i3,4,1024.0,AMD Radeon,No OS,2.2,25521.12,Touchscreen,1920,1080,0.0,Any,HDD
Toshiba,Notebook,15.6,Intel Core i7,8,256.0,Intel HD,Windows,2.0,73952.64,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,13.3,Intel Core i3,4,180.0,Intel HD,Windows,1.44,39160.8,IPS,1920,1080,0.0,Any,SSD
Samsung,Ultrabook,15.0,Intel Core i7,16,256.0,Nvidia GeForce,Windows,1.23,98514.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Ultrabook,12.5,Intel Core i7,8,256.0,Intel HD,Windows,1.6,90043.2,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel,4,1024.0,Intel HD,Linux,2,21258.1872,Touchscreen,1366,768,0.0,Any,HDD
Xiaomi,Ultrabook,13.3,Intel Core i5,8,256.0,Nvidia GeForce,Windows,1.28,49816.8,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,4,128.0,Nvidia GeForce,Windows,2.18,48618.0,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Notebook,15.6,Intel Core i5,4,256.0,Intel HD,Windows,2.04,44701.92,Touchscreen,1920,1080,0.0,Any,SSD
HP,2 in 1 Convertible,13.3,Intel Core i5,4,256.0,Intel HD,Windows,1.28,90576.0,Touchscreen,1920,1080,0.0,Any,SSD
HP,2 in 1 Convertible,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.3,36486.14399999999,Touchscreen,1366,768,0.0,Any,HDD
Asus,Notebook,14.1,Intel,4,32.0,Intel HD,Windows,1.65,18541.44,Touchscreen,1366,768,0.0,Any,Flash
Lenovo,Notebook,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,2.2,35644.32,IPS,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel,4,500.0,Intel HD,Windows,2.2,19660.32,Touchscreen,1366,768,0.0,Any,HDD
HP,2 in 1 Convertible,13.3,Intel Core i5,4,256.0,Intel HD,Windows,1.28,95850.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i3,4,1024.0,AMD Radeon,Linux,2.18,24279.696,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i5,12,128.0,Nvidia GeForce,Windows,2.2,72988.272,Touchscreen,1920,1080,1024.0,HDD,SSD
Acer,Netbook,11.6,Intel,4,32.0,Intel HD,OS,1.25,15824.16,IPS,1366,768,0.0,Any,Flash
Lenovo,Notebook,17.3,AMD,4,500.0,AMD Radeon,Windows,2.8,20193.12,Touchscreen,1600,900,0.0,Any,HDD
HP,Notebook,14.0,Intel Core i5,4,128.0,Intel HD,Windows,1.95,67399.2,Touchscreen,1920,1080,0.0,Any,SSD
HP,2 in 1 Convertible,13.3,Intel Core i7,16,256.0,Intel HD,Windows,1.42,74538.72,Touchscreen,3200,1800,0.0,Any,SSD
Samsung,Ultrabook,15.0,Intel Core i7,8,256.0,Intel HD,Windows,1.17,90522.72,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.32,95850.72,IPS,1920,1080,0.0,Any,SSD
MSI,Gaming,17.3,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2.43,141138.72,IPS,3840,2160,2048.0,HDD,SSD
Toshiba,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.05,78588.0,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Gaming,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Linux,2.62,49497.12,Touchscreen,1920,1080,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,2.04,47952.0,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i3,4,1024.0,AMD Radeon,Windows,2.18,32713.92,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,500.0,Intel HD,Windows,1.9,49816.8,Touchscreen,1920,1080,0.0,Any,HDD
Dell,2 in 1 Convertible,13.3,Intel Core i7,8,512.0,Intel HD,Windows,1.24,107257.968,Touchscreen,3200,1800,0.0,Any,SSD
Asus,Gaming,17.3,Intel Core i7,32,256.0,Nvidia GeForce,Windows,3.58,68145.12,IPS,1920,1080,256.0,SSD,SSD
Dell,2 in 1 Convertible,13.3,Intel Core i7,16,256.0,Intel HD,Windows,1.22,87858.72,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.13,109170.72,IPS,1920,1080,0.0,Any,Flash
Lenovo,Notebook,15.6,Intel Core i5,8,512.0,Intel HD,Windows,1.95,104588.1072,IPS,1920,1080,0.0,Any,SSD
LG,Ultrabook,15.6,Intel Core i7,16,512.0,Intel HD,Windows,1.08,111834.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
HP,Netbook,12.5,Intel Core i7,8,512.0,Intel HD,Windows,1.26,79014.23999999999,Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel,4,16.0,Intel HD,OS,2.20,19127.52,IPS,1920,1080,0.0,Any,Flash
Lenovo,Notebook,15.6,Intel Core i5,8,128.0,Nvidia GeForce,Windows,2.6,42037.92,IPS,1920,1080,1024.0,HDD,SSD
LG,Ultrabook,14.0,Intel Core i7,8,512.0,Intel HD,Windows,0.98,101178.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.6,64202.4,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,12.5,Intel,8,240.0,Intel HD,Windows,1.09,165168.0,Touchscreen,3840,2160,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i7,6,256.0,Nvidia GeForce,Windows,2.2,42037.92,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.04,54291.78719999999,Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,Windows,2.4,26586.72,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,13.3,Intel Core i5,4,128.0,Intel HD,Windows,1.44,46939.68,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.49,51148.8,Touchscreen,1920,1080,0.0,Any,SSD
MSI,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.7,85194.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Gaming,15.6,Intel Core i7,16,128.0,Nvidia GeForce,Windows,2.6,71874.72,Touchscreen,1920,1080,1024.0,HDD,SSD
MSI,Gaming,15.6,Intel Core i5,8,128.0,Nvidia GeForce,Windows,2.2,59668.804800000005,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i5,4,1024.0,AMD Radeon,Windows,2.18,36496.2672,Touchscreen,1366,768,0.0,Any,HDD
HP,Ultrabook,15.6,Intel Core i7,8,256.0,AMD Radeon,Windows,1.84,69103.62719999999,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.39,61218.72,Touchscreen,3200,1800,0.0,Any,SSD
Toshiba,Notebook,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.4,105228.0,IPS,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,512.0,Intel HD,Windows,1.37,97236.0,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,1.95,38889.072,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Ultrabook,12.5,Intel Core i7,8,256.0,Intel HD,Windows,1.36,87912.0,IPS,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.31,62071.2,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,4,1024.0,Intel HD,Windows,2.18,37725.4368,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,14.0,Intel Core i5,4,500.0,Intel HD,Windows,1.95,61218.72,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel,4,1024.0,Intel HD,Windows,2.2,16463.52,Touchscreen,1366,768,0.0,Any,HDD
HP,Ultrabook,12.5,Intel Core i5,4,500.0,Intel HD,Windows,1.26,84129.12,Touchscreen,1920,1080,0.0,Any,HDD
HP,Notebook,15.6,Intel,4,1024.0,Intel HD,No OS,1.86,15392.592,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,16,1024.0,Intel Iris,Windows,1.3,95850.72,IPS/Touchscreen,3200,1800,0.0,Any,SSD
Toshiba,Notebook,14.0,Intel Core i5,4,128.0,Intel HD,Windows,1.47,58874.4,IPS,1920,1080,0.0,Any,SSD
HP,Netbook,12.5,Intel Core i5,8,256.0,Intel HD,Windows,1.26,88924.31999999999,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,Windows,2.18,29762.208,Touchscreen,1366,768,0.0,Any,HDD
MSI,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.2,63882.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Ultrabook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.36,87325.92,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Gaming,17.3,Intel Core i7,16,512.0,Nvidia GeForce,Windows,4.36,146946.24,Touchscreen,2560,1440,1024.0,HDD,SSD
HP,Gaming,17.3,Intel Core i5,8,128.0,Nvidia GeForce,Windows,2.75,74538.72,IPS,1920,1080,1024.0,HDD,SSD
Asus,Notebook,17.3,Intel,4,1024.0,Nvidia GeForce,Windows,2.8,28238.4,Touchscreen,1600,900,0.0,Any,HDD
Acer,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.23,32980.32,Touchscreen,1366,768,0.0,Any,HDD
Toshiba,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.2,59620.32,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,2 in 1 Convertible,11.3,Intel,8,256.0,Intel HD,Windows,1.1,69210.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Gaming,15.6,AMD,16,512.0,AMD Radeon,Windows,2.5,53226.72,IPS,1920,1080,1024.0,HDD,SSD
Dell,Ultrabook,12.5,Intel Core i5,8,256.0,Intel HD,Windows,1.36,78438.816,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,No OS,2.2,36496.8,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,17.3,Intel Core i3,4,1024.0,AMD Radeon,Windows,2.36,35111.52,Touchscreen,1600,900,0.0,Any,HDD
Acer,Notebook,14.0,Intel,4,32.0,Intel HD,OS,1.68,18594.72,Touchscreen,1366,768,0.0,Any,Flash
HP,Workstation,15.6,Intel Core i7,8,8.0,Nvidia Quadro,Windows,2.0,119826.72,IPS,1920,1080,0.0,Any,SSD
Dell,Ultrabook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.36,94572.0,Touchscreen,1920,1080,0.0,Any,SSD
Toshiba,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.2,77788.8,Touchscreen,1920,1080,0.0,Any,SSD
Asus,2 in 1 Convertible,12.5,Intel,8,64.0,Intel HD,OS,1.2,61751.52,Touchscreen,1920,1080,0.0,Any,Flash
Lenovo,Ultrabook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.7,79333.3872,IPS,1920,1080,0.0,Any,SSD
Dell,Gaming,17.3,Intel Core i7,16,512.0,Nvidia GeForce,Windows,4.36,168045.12,IPS,3840,2160,1024.0,HDD,SSD
Dell,2 in 1 Convertible,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.24,101178.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,2 in 1 Convertible,11.6,Intel,4,256.0,Intel HD,Windows,1.45,41292.0,Touchscreen,1366,768,0.0,Any,SSD
Dell,Ultrabook,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.3,67559.04,Touchscreen,3200,1800,0.0,Any,SSD
Acer,2 in 1 Convertible,11.6,Intel,4,32.0,Intel HD,OS,1.25,20725.92,IPS/Touchscreen,1366,768,0.0,Any,Flash
